categoria_dettaglio;anno;anno_mese;N;H;Hn;H_base;Hn_base;Hn_year;delta_Hn_month_vs_base;delta_Hn_month_vs_year;delta_Hn_year
Auto Aziendali;2015;2015-01;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-02;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-03;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-04;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-05;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-06;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-07;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-08;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-09;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-10;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-11;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2015;2015-12;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2016;2016-01;2;0.8112781244591328;0.8112781244591328;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.6165093427143326;0.45791878943771147;0.1585905532766211
Auto Aziendali;2016;2016-03;2;0.8112781244591328;0.8112781244591328;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.6165093427143326;0.45791878943771147;0.1585905532766211
Auto Aziendali;2016;2016-04;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-05;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-06;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-07;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-08;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-09;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-10;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-11;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2016;2016-12;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.35335933502142136;0.7235270523096893;0.5649364990330682;0.1585905532766211
Auto Aziendali;2017;2017-01;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2017;2017-02;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2017;2017-03;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2017;2017-04;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2017;2017-05;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
Auto Aziendali;2017;2017-06;1;0.9182958340544896;0.9182958340544896;0.19476878174480025;0.19476878174480025;0.37123232664087563;0.7235270523096893;0.5470635074136139;0.17646354489607538
